LHipAngles [w],LHipAngles [i],LHipAngles [j],LHipAngles [k],RFootProgressAngles [w],RFootProgressAngles [i],RFootProgressAngles [j],RFootProgressAngles [k],RNeckAngles [w],RNeckAngles [i],RNeckAngles [j],RNeckAngles [k]
0.9766671102131813,0.1870208975101358,-0.04464042635755051,-0.09566489459019507,0.7117870739406165,-0.6991009183147637,0.0679427701533503,0.0009205250665913628,0.990572785525287,0.047300114986229255,0.04135566041760792,0.12172906411529998
0.976849011367071,0.18490479005699254,-0.046130876895507975,-0.09720169649757741,0.7113273841416314,-0.6997270911534185,0.06629144681751092,-0.0008913781691521697,0.9907067356683735,0.045265050151978264,0.04150532579612745,0.12136122554840838
0.9770731553554337,0.18263618225220407,-0.047438080237222985,-0.09859869451226458,0.7108984523208276,-0.700328315937351,0.06445888684879164,-0.00294826905497636,0.9908185731189639,0.043482848710463824,0.04166622132846311,0.12104430193417119
0.9773382282048644,0.18021696419217273,-0.04856350797023147,-0.09986700756685815,0.7105068845786989,-0.7008956176807553,0.062432972014059784,-0.005236801282824572,0.9909095577569622,0.04195530195600946,0.04183855790742653,0.12077887255604242
0.9776433051349712,0.1776470155859925,-0.049504692001669015,-0.1010167869612749,0.7101698034151875,-0.7014097074251358,0.06019640182580212,-0.007724367562851206,0.9909808095569621,0.04068352743435848,0.04202225038515799,0.12056540199365981
0.9779883881484521,0.17492269716687706,-0.050253913046293244,-0.10205541086190946,0.7099108109603256,-0.7018450935905397,0.057729246473990706,-0.010365287554350611,0.9910332751905955,0.03966919093760631,0.04221764371051762,0.12040379277617894
0.9783748017564692,0.17203518685600114,-0.05079593072265652,-0.10298745163091143,0.7097540313722072,-0.7021759949223519,0.0550111134481266,-0.013109710252424155,0.9910677252246867,0.0389140752712885,0.042423975719975776,0.12029407735984567
0.978804788796148,0.16897328944146167,-0.05110874879601186,-0.10381285412494096,0.709719249561164,-0.7023810121105206,0.052022630917197756,-0.01591057828591463,0.9910849213617478,0.038418715339238386,0.042640867993664865,0.12023492561567889
0.9792806787696636,0.16572580285098779,-0.051165032463325565,-0.10452966043592248,0.7098218218560823,-0.7024428716503498,0.04874688782713804,-0.018727899286642882,0.991085584386962,0.03818263865775639,0.04286669498917862,0.12022436103465074
0.9798031825806391,0.1622873392541938,-0.05093734556407749,-0.10513767045893041,0.7100770881465992,-0.7023435110062758,0.04517268058856338,-0.02153021981002193,0.9910705591685832,0.03820261150475639,0.043099411228904295,0.12025867110196242
0.980370166177897,0.1586629290708215,-0.05040245037422212,-0.10564092579708008,0.7105116565470105,-0.7020522467186162,0.0413003484829301,-0.024292179880665954,0.9910408494231434,0.03847266239404652,0.043337009189611704,0.1203320101114719
0.9809758558402222,0.15487170932218094,-0.049545546881652726,-0.10604886936864333,0.7111799380208979,-0.7015089268323305,0.03714793934087903,-0.02698799610697866,0.9909977674481547,0.03898191222004544,0.04357485865917515,0.12043698404258746
0.9816106583910561,0.15094662759965702,-0.04836418836737723,-0.10637920958971554,0.7121820744053311,-0.7006057154646694,0.03275759970559223,-0.029584861255149628,0.9909429768757876,0.039715939203070386,0.0438088520966752,0.12056303426731729
0.9822622896094751,0.14693042691658964,-0.04687180256251466,-0.1066549491669312,0.7136742518324565,-0.6991759088518492,0.02820280995957264,-0.03204235108350122,0.9908786154079651,0.04065533497784225,0.044033667813893874,0.12069693187438188
0.9829178913115809,0.14286701116641692,-0.04509748549921633,-0.10690020047510672,0.7158744395471303,-0.6969857081278061,0.023599697108461777,-0.03431856298057077,0.9908073899696567,0.041775582772168855,0.04424256184349709,0.1208226484856488
0.9835669728339778,0.13878864838965552,-0.043084073326339005,-0.10713301850498029,0.7190632264551817,-0.6937283714136442,0.019117458719419098,-0.03638056937086638,0.9907324080033848,0.04305089428572878,0.04442898984424787,0.12092138394193766
0.9842042765515574,0.13470460009374505,-0.04088372598743196,-0.10735517537871413,0.7235744313440017,-0.6890247609225919,0.014977865680215832,-0.0382175964764275,0.9906574488155421,0.04445047594823074,0.04458539958061418,0.12097155218684436
0.9848313403170537,0.13059084885463595,-0.03855236283734144,-0.10754987979723335,0.729767564690093,-0.6824368808502679,0.01143480249086681,-0.039855369445573795,0.9905866539230952,0.04594337353899866,0.04470515454202265,0.12094931440349652
0.9854560642872171,0.12638763275031856,-0.036145933788078996,-0.10768464662107986,0.7379760896307417,-0.6735011254653361,0.0087327535338513,-0.04136742856357405,0.9905244266017775,0.047498714275677804,0.044781423066978285,0.12082986632233611
0.9860895540665039,0.12200554989545784,-0.033717339290556925,-0.10772733258925331,0.7484353274159745,-0.6617826145026489,0.00705198412942434,-0.04287891483724432,0.9904753676764366,0.049085161013219615,0.044808289036640706,0.12058776981163108
